0,49.333853838727265
0,237.99999999999997
0,247.48888888888888
0,235.37777777777774
0,217.2222222222222
0,209.63782858920516
0,243.17777777777778
0,202.39999999999998
0,108.26666666666665
0,213.6
0,223.22222222222217
0,249.62222222222223
0,265.5333333333333
0,234.1333333333333
0,235.88888888888886
0,215.64444444444442
0,242.4
0,145.88888888888886
0,71.33269186610669
0,226.44444444444446
0,259.48888888888894
0,217.1111111111111
0,218.4666666666666
0,224.35555555555553
0,228.99999999999997
0,156.26666666666665
0,237.4
0,211.3777777777778
0,231.15555555555557
0,226.1333333333333
0,199.68888888888884
0,227.59999999999997
0,245.64444444444445
0,211.55555555555551
0,231.82222222222225
0,213.68888888888893
0,214.6222222222222
0,232.42222222222222
0,235.51111111111106
0,243.91111111111113
0,222.02222222222215
0,239.24659412184468
0,219.15555555555554
0,240.9333333333333
0,233.4888888888889
0,190.97777777777773
0,243.88888888888889
0,215.55555555555554
0,183.30207796153047
0,260.64444444444445
0,223.53333333333336
0,246.91111111111115
0,248.33333333333337
0,242.79999999999998
0,221.62222222222218
0,244.17777777777772
0,166.6222222222222
0,235.5777777777778
0,254.79999999999998
0,220
0,232.82222222222225
